text,label,category
"Summarize the following text in exactly three words: 'The storm caused severe flooding, power outages, and property damage throughout the coastal town. Residents are advised to stay indoors until the water recedes.'",0,summarization
Summarize the following text using exactly two bullet points: 'The local zoo welcomed a baby giraffe this morning. The calf is healthy and already standing. This is the third giraffe born at the zoo this year. Zoo visitors can see the baby in the African savanna enclosure.',0,summarization
"Summarize the following text in the format of a short, single-sentence invitation: 'We are hosting a community potluck dinner at the recreation center this Friday evening. Please bring your favorite dish to share. We will also have live acoustic music and games for the kids.'",0,summarization
"Summarize the following text in one sentence, starting with the word 'Overall,': 'The experiment tested the effects of sunlight on plant growth. Group A was kept in full sunlight, while Group B was kept in the shade. Group A grew twice as tall as Group B over the two-week period.'",0,summarization
"Condense the following passage into a summary of exactly 50 words: 'The new public transportation system features electric buses that run every ten minutes. The routes have been expanded to cover the entire city, making it easier for residents to commute without driving. Fares are reduced by 20% for the first month.'",0,summarization
"Summarize the following text by focusing only on the final outcome in one sentence: 'After a lengthy debate, the committee finally reached a consensus on the new budget. Some members were unhappy with the cuts to the arts program, but they voted in favor of the overall proposal to avoid a government shutdown.'",0,summarization
Summarize the following text as a short warning label: 'This medication should not be taken with alcohol as it can cause severe drowsiness and dizziness. Do not operate heavy machinery after taking this pill. Consult a doctor if you experience nausea.',0,summarization
"Summarize the following text in one sentence that ends with a question mark: 'The city's water supply was temporarily shut off this morning due to a broken pipe. Crews are working to fix the issue, but it may take several hours for the water to be restored.'",0,summarization
"Summarize the following text by providing a single-word title that captures its main theme: 'A massive storm hit the coastal region overnight, bringing heavy rain, strong winds, and flooding. Many homes were damaged, and thousands of residents are without power. Emergency services are responding to calls for help.'",0,summarization
The team meeting originally scheduled for Tuesday at 10 AM has been moved to Wednesday at 2 PM in the main conference room. Please bring your quarterly reports and updated project timelines. Summarize this into exactly one sentence.,0,summarization
"Buddy is a golden retriever who loves to play fetch at the park every evening. He is three years old, very friendly, and enjoys eating peanut butter treats. Summarize this in exactly 10 words.",0,summarization
"To bake the cake, first preheat the oven to 350 degrees. Next, mix the flour, sugar, and eggs in a large bowl. Finally, pour the batter into a pan and bake for 30 minutes. Summarize this into exactly 3 bullet points.",0,summarization
"A severe thunderstorm warning is in effect for the entire county until midnight. Residents should expect heavy rainfall, strong winds up to 60 mph, and possible hail. Stay indoors and avoid travel. Condense this to under 15 words.",0,summarization
"John woke up late, missed his bus, and spilled coffee on his shirt. Despite the terrible start, he managed to deliver a flawless presentation to the new clients and landed the deal. Summarize this in exactly 2 sentences.",0,summarization
I am writing to inform you that the software deployment has been delayed due to unexpected server downtime. We are actively working on the issue and expect to deploy by tomorrow morning. Summarize this email into exactly 1 sentence.,0,summarization
The Great Wall of China was built over several centuries to protect against invasions from the north. It stretches for thousands of miles and is one of the most recognizable landmarks in the world. Summarize this into exactly 5 words.,0,summarization
"Our new smartwatch features a 7-day battery life, heart rate monitoring, and GPS tracking. It is water-resistant up to 50 meters and syncs seamlessly with both iOS and Android devices. Summarize this product description into exactly 2 sentences.",0,summarization
"When entering the laboratory, all personnel must wear safety goggles and closed-toe shoes. No food or drinks are permitted in the lab area at any time. Hands must be washed before leaving. Summarize these rules into exactly 3 bullet points.",0,summarization
The local basketball team won the championship final last night with a score of 82 to 80. The star player scored 30 points and made the winning shot in the final three seconds of the game. Summarize this sports update into exactly 15 words.,0,summarization
Photosynthesis is the process by which green plants use sunlight to synthesize foods from carbon dioxide and water. It involves the green pigment chlorophyll and generates oxygen as a byproduct. Summarize this into exactly 1 sentence.,0,summarization
"I purchased this vacuum cleaner last month and it has completely changed my cleaning routine. The suction power is incredible, it is lightweight, and the battery lasts for my whole house. Summarize this customer review in exactly 1 word.",0,summarization
"Your trip to Paris includes a visit to the Eiffel Tower on Monday, a tour of the Louvre on Tuesday, and a day trip to Versailles on Wednesday before flying home on Thursday. Condense this itinerary into exactly 10 words.",0,summarization
"To assemble the chair, first attach the backrest to the seat using the four long screws. Then, connect the front legs to the base. Finally, slide the wheels into the bottom of the legs. Summarize this manual into exactly 3 steps.",0,summarization
Alice asked Bob if he had finished the report. Bob replied that he was halfway done but needed help with the data analysis. Alice offered to look at it after lunch. Summarize this conversation into exactly 2 sentences.,0,summarization
The company was founded in 1998 by two college friends. It started as a small bookstore but grew into a global e-commerce giant over the next two decades. Summarize this history into exactly 12 words.,0,summarization
"Drinking plenty of water throughout the day helps maintain the balance of body fluids, controls calories, and keeps your skin looking healthy. Aim for eight glasses a day. Condense this health tip to under 10 words.",0,summarization
"TechCorp has announced the release of their new smartphone, which features a foldable screen and an upgraded AI assistant. The device will be available for purchase in stores worldwide starting next month. Summarize this announcement into exactly 1 sentence.",0,summarization
"A young boy discovers a dragon in his cave and secretly befriends it, but soon realizes he must protect his new friend from the rest of the village. Summarize this movie plot into exactly 7 words.",0,summarization
"The bistro offers a cozy atmosphere with dim lighting and jazz music. The food is delicious, but the service can be quite slow during peak hours on weekends. Condense this review into exactly 2 bullet points.",0,summarization
"Tomorrow will be mostly sunny with a high of 75 degrees. There is a slight chance of a brief afternoon shower, but skies will clear up by the evening. Summarize this forecast into exactly 1 sentence.",0,summarization
Marie Curie was a physicist and chemist who conducted pioneering research on radioactivity. She was the first woman to win a Nobel Prize and the only person to win in two different scientific fields. Summarize this into exactly 3 key facts as bullet points.,0,summarization
"I am writing to express my frustration regarding the late delivery of my package. It was supposed to arrive five days ago, and I have not received any updates from your customer service team. Summarize this complaint into exactly 8 words.",0,summarization
"The solar system consists of the sun and the objects that orbit it, including eight planets, their moons, and various smaller bodies like asteroids and comets. It formed approximately 4.6 billion years ago. Summarize this article into 1 paragraph with a maximum of 3 sentences.",0,summarization
"Yesterday, I tried to learn how to skateboard. I fell down three times, scraped my knee, and decided maybe I should stick to riding bicycles instead. Summarize this anecdote into exactly 10 words.",0,summarization
"The company reported a 15% increase in revenue for the third quarter, largely driven by strong sales in the European market and the successful launch of the new product line. Summarize this report snippet into exactly 1 sentence.",0,summarization
The city museum houses an extensive collection of modern art and ancient artifacts. It is located downtown and offers free admission to students every Tuesday. Condense this museum description into exactly 5 words.,0,summarization
"To make the soup, chop onions, carrots, and celery. Boil them in chicken broth for 20 minutes. Add salt, pepper, and noodles before serving. Summarize this recipe into exactly 2 sentences.",0,summarization
Version 2.0 includes a redesigned user interface for easier navigation. It also fixes several bugs that caused the app to crash during login and improves the speed of file downloads. Condense this update log into exactly 3 bullet points.,0,summarization
"The autumn leaves drift by my window, showing the reds and golds of the season. The air is crisp, and the world prepares for the long sleep of winter. Summarize the meaning of this passage into exactly 1 sentence.",0,summarization
"Read the sentence: ""Barack Obama was born in Hawaii on August 4, 1961."" List all the named entities in this sentence and classify them as a Person, Location, or Date.",0,ner
"Identify all the organizations mentioned in the following text: ""Microsoft was founded by Bill Gates and Paul Allen in Albuquerque.""",0,ner
"From the sentence ""Albert Einstein published the theory of relativity in 1915 in Germany."", extract all entities and label them as Person, Date, or Location.",0,ner
"What are the names of the persons mentioned in this text? ""Marie Curie and Pierre Curie worked together at the University of Paris.""",0,ner
"Read the text: ""The United Nations was established on October 24, 1945, in New York City."" Extract the Organization, Location, and Date from it.",0,ner
"Extract all location entities from the following: ""The Amazon River flows through Brazil, Colombia, and Peru.""",0,ner
"In the sentence ""Tim Cook is the CEO of Apple Inc., which is based in Cupertino."", identify the Person and Organization entities.",0,ner
"List the dates mentioned in the following text: ""World War II ended in 1945, while the Cold War began in 1947.""",0,ner
"Identify the organization and location in this sentence: ""The World Health Organization has its headquarters in Geneva.""",0,ner
"Extract and label all named entities (Person, Org, Location) from: ""William Shakespeare wrote Hamlet while living in London.""",0,ner
"From the text ""Elon Musk founded SpaceX in 2002 to colonize Mars."", extract the Person, Organization, Date, and Location.",0,ner
"What person and organization are mentioned in: ""J.K. Rowling wrote the Harry Potter series for Bloomsbury Publishing.""",0,ner
"Identify all the locations mentioned in the sentence: ""The Titanic sank in the Atlantic Ocean after leaving Southampton.""",0,ner
"Read the sentence: ""George Washington was the first president of the United States from 1789 to 1797."" Extract the Person, Location, and Dates.",0,ner
"Find all organizations in this text: ""The Red Cross and Red Crescent Movement helps people worldwide.""",0,ner
"Extract the Person and Location from: ""Nelson Mandela was imprisoned on Robben Island.""",0,ner
"In the text ""NASA successfully landed Apollo 11 on the Moon in 1969."", identify the Organization, Location, and Date.",0,ner
"List all named entities and their types (Person, Organization, Location, Date) in the sentence: ""Queen Elizabeth II visited Australia in 1954.""",0,ner
"Extract the organization and date from: ""The European Union was formed on November 1, 1993.""",0,ner
"Who is the person and what is the location mentioned in: ""Christopher Columbus landed in the Bahamas in 1492.""",0,ner
"Identify the Person, Organization, and Location in: ""Pablo Picasso worked at the Museum of Modern Art in New York.""",0,ner
"What locations are mentioned in the text: ""The Great Wall of China stretches from Beijing to the Bohai Sea.""",0,ner
"Extract all entities from: ""Amazon started as an online bookstore in Seattle in 1994."" Label them as Org, Location, or Date.",0,ner
"Find the person and date in the sentence: ""Abraham Lincoln was assassinated on April 15, 1865.""",0,ner
"Identify the organizations in: ""The FBI and CIA are federal agencies in the United States.""",0,ner
"Read the sentence: ""Isaac Newton was born in England in 1643."" Extract the Person, Location, and Date.",0,ner
"What are the Person and Organization entities in: ""Lionel Messi signed with Inter Miami in 2023.""",0,ner
"Extract the location and date from: ""The Olympic Games were held in Tokyo in 2021.""",0,ner
"List all entities (Person, Org, Location, Date) in: ""Mark Zuckerberg created Facebook at Harvard University in 2004.""",0,ner
"Identify the person and location in the text: ""Vincent van Gogh spent his final years in Auvers-sur-Oise.""",0,ner
"From the sentence: 'Apple Inc. announced that Tim Cook will speak at the conference in San Francisco on October 12, 2023.' Identify the Person, Organization, Location, and Date mentioned.",0,ner
"In the text 'On July 20, 1969, Neil Armstrong and Buzz Aldrin landed on the Moon.', list the people and the date mentioned.",0,ner
Read the sentence: 'Microsoft acquired LinkedIn for $26.2 billion in 2016.' What are the two organizations and the date mentioned?,0,ner
"Given the sentence: 'Barack Obama was born in Honolulu, Hawaii on August 4, 1961.' Extract the person, location, and date.",0,ner
"Identify the organization and the location referenced in the sentence: 'Amazon's headquarters is located in Seattle, Washington.'",0,ner
"From the statement: 'J.K. Rowling published the first Harry Potter book in 1997.', extract the person and the date.",0,ner
"In the text: 'Albert Einstein published his theory of relativity in 1905.', what is the person and the year mentioned?",0,ner
"Read the sentence: 'The United Nations held a summit in New York City on September 15, 2022.' What are the organization, location, and date?",0,ner
"Given the sentence: 'Tesla, Inc. moved its factory to Austin, Texas in 2021.', list the organization, the location, and the date.",0,ner
"Identify the person, the location, and the date in the sentence: 'William Shakespeare died in Stratford-upon-Avon in 1616.'",0,ner
"From the text: 'The World Health Organization declared COVID-19 a pandemic on March 11, 2020.', what is the organization and the date mentioned?",0,ner
Read the sentence: 'Pablo Picasso created the painting Guernica in 1937.' Extract the person and the date from it.,0,ner
"Given the sentence: 'The Eiffel Tower was built in Paris for the 1889 World's Fair.', name the location and the date referenced.",0,ner
"Identify the person, the organization, the date, and the location (university) in the sentence: 'Mark Zuckerberg founded Facebook in 2004 at Harvard University.'",0,ner
"From the statement: 'Queen Elizabeth II passed away at Balmoral Castle on September 8, 2022.', list the person, the location, and the date.",0,ner
"In the text: 'Google was founded by Larry Page and Sergey Brin in September 1998.', what are the two people, the organization, and the date?",0,ner
"Read the sentence: 'The Treaty of Versailles was signed on June 28, 1919 in France.' Extract the date and the location from it.",0,ner
"Given the sentence: 'Cristiano Ronaldo signed with Al Nassr in January 2023.', name the person, the organization (football club), and the date.",0,ner
Identify the person and the year mentioned in the text: 'Marie Curie won the Nobel Prize in Physics in 1903.',0,ner
"From the sentence: 'The Beatles performed at Shea Stadium in New York on August 15, 1965.', what are the organization (band), the location, and the date?",0,ner
"Read the text: 'Elon Musk bought Twitter in October 2022.' Extract the person, the organization, and the date.",0,ner
"Given the sentence: 'The Great Wall of China is located in China and was built during the Ming Dynasty.', identify the location and the organization (dynasty).",0,ner
"Identify the person, the location, and the date in the sentence: 'Abraham Lincoln delivered the Gettysburg Address in Gettysburg, Pennsylvania on November 19, 1863.'",0,ner
"From the statement: 'Sony Corporation is headquartered in Tokyo, Japan.', what is the organization and the location?",0,ner
"In the text: 'Leonardo da Vinci painted the Mona Lisa in Italy.', name the person and the location referenced.",0,ner
Read the sentence: 'The Olympic Games were held in London in 2012.' Extract the location and the date from it.,0,ner
"Given the sentence: 'Oprah Winfrey launched her network, OWN, in 2011.', identify the person, the organization, and the year.",0,ner
"From the text: 'Nelson Mandela was released from prison in South Africa on February 11, 1990.', what are the person, the location, and the date?",0,ner
Identify the two organizations and the date mentioned in the sentence: 'The Boeing Company delivered its first 747 to Pan Am in 1970.',0,ner
"Read the text: 'Vincent van Gogh created Starry Night while in France in 1889.' Name the person, the location, and the date.",0,ner
"Consider the sentence: 'The White House announced new sanctions today, while Foggy Bottom expressed concerns, and the Pentagon drafted contingency plans.' Identify the specific ORG (Organization) entities represented by the metonymic locations 'The White House', 'Foggy Bottom', and 'The Pentagon'. Explain why standard LOC (Location) tagging would be semantically incorrect for these specific tokens in NER extraction, and provide the correct entity labels and spans.",1,ner
"Analyze the following text: 'After leaving Enron, Jeffrey Skilling joined the board of the John F. Kennedy Center for the Performing Arts, while his brother simultaneously invested in St. Jude Children's Research Hospital.' Extract all PER (Person) and ORG (Organization) entities. Carefully justify why 'John F. Kennedy' within the Center's name must be labeled as part of the ORG entity rather than a distinct PER entity, and identify any nested entities within the organizational names.",1,ner
"Read the historical text: 'In the third year of Emperor Xuanzong's Kaiyuan era, the Tang dynasty established a military governorship in the Anxi Protectorate. Five years later, the capital was moved to Chang'an.' Identify all LOC, ORG, PER, and DATE entities. Translate the relative time expressions ('third year of Emperor Xuanzong's Kaiyuan era' and 'Five years later') into their theoretical absolute DATE equivalents based on historical context, and categorize the 'Anxi Protectorate' correctly as either a LOC or ORG, justifying your choice.",1,ner
"Given the text: 'In 1897, Bram Stoker's Dracula was published in London by Archibald Constable and Company. The narrative follows the Count's journey from Transylvania to Whitby, though the character of Van Helsing operates out of Amsterdam.' Perform NER on the text, classifying entities into PER, ORG, LOC, and DATE. Crucially, differentiate between entities that are real historical entities (authors, publishers, real cities) and fictional characters created within the text, explaining how you manage entity type boundaries when a real entity (like a character) is mentioned within a historical publication context.",1,ner
"Review the corporate history: 'The conglomerate originally known as Standard Oil was broken up in 1911. Several of its successor entities, including Exxon, Mobil, and Chevron, continued to operate. In 1999, two of these fragments merged to form ExxonMobil.' Extract all ORG and DATE entities. Explain how to track the entity identity of 'Standard Oil' through its anaphoric references ('its successor entities', 'these fragments') without misclassifying the pronouns. Detail the specific character spans for the ORG entities in 1911 versus 1999.",1,ner
"Analyze the temporal and spatial entities in: 'The project spanned from the fall of the Berlin Wall in November 1989 to the dissolution of the Soviet Union, which officially occurred on December 26, 1991, lasting a total of two years and one month.' Identify all DATE, LOC, and ORG entities. Classify 'the fall of the Berlin Wall', 'November 1989', 'the dissolution of the Soviet Union', 'December 26, 1991', and 'two years and one month' according to strict NER guidelines (e.g., DATE vs DURATION vs EVENT), resolving why 'the fall of the Berlin Wall' acts as a temporal anchor despite being an event.",1,ner
"Extract and label all PER entities from: 'The letter was addressed to The Right Honorable Lord Justice Smith, but was delivered to Sir Arthur's chambers by a clerk named John.' Determine the exact character offsets for the entity representing the judge and the entity representing the clerk. Discuss whether titles such as 'The Right Honorable Lord Justice' should be included in the PER entity span or treated as separate MISC entities, and justify your approach for extracting 'Sir Arthur' given the partial name.",1,ner
"Consider the challenging text: 'During the WWI armistice negotiations, the U.S. representative demanded that the UN intervene, though the League of Nations was ultimately responsible, while the UK delegate referred to the UN as a post-war construct.' Identify all ORG and LOC entities. Explain the temporal disambiguation required for the acronym 'UN' in the context of WWI (where it historically refers to the Unionist Party or an anachronistic United Nations) versus the 'League of Nations', and specify how to tag 'U.S.' and 'UK' correctly.",1,ner
"Given the medical text: 'Dr. Elena Rodriguez from the Department of Oncology at Massachusetts General Hospital discovered that the compound 2-Amino-3-methylbutanoic acid inhibits the BRAF V600E mutation.' Extract all PER, ORG, and LOC entities. Detail the exact span of the organizational entity, resolving the hierarchical relationship between 'Department of Oncology' and 'Massachusetts General Hospital' (nested vs flat entities), and explain why chemical and biological terms fall outside standard PER/ORG/LOC/DATE categories.",1,ner
"From the sentence: 'In the 1998 NBA Finals, the Chicago Bulls defeated the Utah Jazz in Salt Lake City, despite strong performances from Karl Malone and John Stockton.' Extract all LOC, ORG, DATE, and PER entities. Explain the reasoning behind categorizing 'Chicago Bulls' and 'Utah Jazz' as ORG rather than LOC, and identify the single pure LOC entity in the sentence, providing the exact spans for all extracted entities.",1,ner
"Analyze the geopolitical text: 'The treaty of Tordesillas, signed on June 7, 1494, divided the newly discovered lands between Spain and Portugal along a meridian 370 leagues west of the Cape Verde islands.' Extract all PER, ORG, LOC, and DATE entities. Distinguish between Geopolitical Entities (Spain, Portugal) and Geographical/Natural Features (Cape Verde islands), explaining the ontological difference in NER schemas like CoNLL-2003 or OntoNotes for these distinct location types.",1,ner
"Read: 'The policy was enacted just three days after the Black Monday stock market crash, but before the Soviet coup attempt, ultimately expiring on New Year's Eve of that same year.' Identify all temporal expressions and classify them strictly as DATE or EVENT. Explain how 'the Black Monday stock market crash' and 'the Soviet coup attempt' function as temporal anchors (relative dates) rather than standard ORG or MISC entities, and convert 'three days after' and 'New Year's Eve of that same year' into their correct NER temporal types.",1,ner
"Examine: 'The Medici family rose to power in Florence during the 15th century, with Lorenzo de' Medici becoming the de facto ruler of the Florentine Republic after the death of his father, Piero.' Extract all PER, ORG, LOC, and DATE entities. Determine whether 'the Medici family' should be classified as an ORG or as a group of PER, and carefully delineate the character boundaries between 'Lorenzo de' Medici' and 'Piero' to ensure no overlapping entity spans occur with the family name.",1,ner
"Perform NER on: 'In the epic poem, Odysseus sailed past the island of the Sirens, offered a prayer to Poseidon, and eventually returned to Ithaca to reclaim his throne from Penelope's suitors.' Justify the classification of 'Odysseus', 'Penelope', 'Poseidon', and 'the Sirens' as PER or MISC entities, and distinguish 'Ithaca' as a LOC. Explain how mythological and fictional entities are generally treated in standard NER datasets when real-world location tags are also present in the same schema.",1,ner
"Given: 'When Facebook acquired Instagram in 2012 for approximately $1 billion, Mark Zuckerberg stated that the photo-sharing app would remain an independently managed entity within the Facebook corporate family.' Extract all ORG, PER, and DATE entities. Address the NER tagging challenge when an organization acquires another, specifically how to treat 'Facebook corporate family' as an ORG, and determine whether the anaphoric phrase 'the photo-sharing app' should be extracted as an ORG entity or ignored in a strict mention-based NER task.",1,ner
"Analyze: 'In 1961, the city of Berlin was physically divided by the Berlin Wall, separating East Germany from West Germany, while the Soviet Union watched from Moscow.' Identify all LOC and DATE entities. Discuss the NER tagging of 'Berlin', 'East Germany', 'West Germany', 'Berlin Wall', and 'Soviet Union' as Geopolitical Entities (GPE/LOC) versus Physical Structures (FAC), and explain how historical context affects the ORG/LOC dual nature of divided nations.",1,ner
"From the text: 'The correspondence, dated the Ides of March, 44 BC, was found in the ruins of the Roman Forum, having been sent by a senator to the First Triumvirate.' Identify all DATE, PER, ORG, and LOC entities. Explain the extraction of 'the Ides of March, 44 BC' as a temporal entity despite its archaic format, and classify 'the Roman Forum' and 'First Triumvirate' correctly, distinguishing the latter as an ORG versus a group of PERs.",1,ner
"Consider: 'The Tesla Model 3, manufactured in Fremont, California, was unveiled by Elon Musk on March 31, 2016, though the original Tesla Roadster predated it by almost a decade.' Extract all PER, ORG, LOC, and DATE entities. Analyze the ambiguity of the word 'Tesla' in 'Tesla Model 3' and 'Tesla Roadster' as it relates to the organization 'Tesla' and the historical person 'Nikola Tesla', and justify whether the car models should be excluded from standard 4-class NER extraction.",1,ner
"Read the biographical text: 'The revolutionary leader, born Iosif Vissarionovich Dzhugashvili, later adopted the alias Stalin, meaning man of steel, which he used when signing the non-aggression pact with Nazi Germany in 1939.' Extract all PER, ORG, LOC, and DATE entities. Formulate a strategy for handling aliases in NER, specifically determining if 'Iosif Vissarionovich Dzhugashvili' and 'Stalin' should be linked as a single PER entity or extracted as separate spans, and classify 'Nazi Germany' as an ORG or LOC.",1,ner
"Given the sports context: 'The 2022 Winter Olympics were hosted by Beijing, making it the first city to host both the Summer and Winter Olympic Games, an event organized by the International Olympic Committee.' Extract all LOC, ORG, and DATE entities. Explain the distinction between 'Beijing' as a LOC and 'International Olympic Committee' as an ORG, and address whether 'Winter Olympic Games' and 'Summer Olympic Games' should be classified as ORG, MISC, or EVENT entities in a strict 4-class NER schema.",1,ner
"Analyze the legal text: 'Hereby, on this 4th day of July, 1776, the Continental Congress declares that the United Colonies are free and independent states, absolved from allegiance to the British Crown.' Identify all DATE, ORG, LOC, and PER entities. Evaluate the difficulty of tagging 'United Colonies' (ORG vs LOC) and 'British Crown' (ORG metonymy for the British government/monarch), and provide the exact character span for the DATE entity including the descriptive preface 'this 4th day of July, 1776'.",1,ner
"Extract entities from: 'After the split, Apple Inc. (AAPL) saw its stock price surge, leading CEO Tim Cook to announce a new partnership with Goldman Sachs (GS) in New York.' Identify all ORG, PER, and LOC entities. Determine whether stock tickers like '(AAPL)' and '(GS)' should be included in the ORG entity span alongside the company name, and define the boundaries for 'Apple Inc.' and 'Goldman Sachs' to maintain consistency across varying text formats.",1,ner
"Given: 'The former Secretary of State, Henry Kissinger, and the President, Richard Nixon, met in the Oval Office to discuss the Vietnam War.' Identify all PER and LOC/ORG entities. Discuss the concept of discontinuous entities in NER—if a schema were to extract titles and names as a single entity, how would 'former Secretary of State, Henry Kissinger' be represented as a discontinuous span, and why is 'the Oval Office' considered a FAC (Facility) rather than an ORG or LOC?",1,ner
"Analyze: 'The stolen painting was recovered in Geneva by Interpol, having been smuggled from the Louvre in Paris across the border to Switzerland.' Extract all LOC and ORG entities. Differentiate between 'Geneva', 'Paris', and 'Switzerland' as Geopolitical Entities (LOC) versus 'the Louvre' as a Facility/Organization, and explain why 'Interpol' is definitively an ORG despite operating internationally without a single distinct national territory.",1,ner
"Read the scientific history: 'In 1905, Albert Einstein published his paper on special relativity, though it was Isaac Newton's laws of motion that dominated physics for centuries until Edwin Hubble observed the expanding universe from Mount Wilson Observatory.' Extract all PER, LOC, ORG, and DATE entities. Justify why 'special relativity' and 'laws of motion' are excluded from PER/ORG/LOC/DATE extraction, and correctly tag 'Mount Wilson Observatory' as an ORG/FAC rather than a pure LOC.",1,ner
"From the text: 'The speech was delivered by Cardinal Richelieu at the Sorbonne, criticizing the Huguenots and defending the Catholic Church's interests in France.' Identify all PER, ORG, and LOC entities. Explain how 'Cardinal Richelieu' represents a blend of a religious title and a person, determine the correct span for the PER entity, and classify 'Huguenots' and 'Catholic Church' as ORGs while 'Sorbonne' is an ORG/FAC and 'France' is a LOC.",1,ner
"Analyze the temporal entities in: 'The festival occurs biennially, starting on the first Monday of October, and lasts until the following Sunday, commemorating the founding of the city in 1623.' Identify all temporal expressions. Classify 'biennially', 'the first Monday of October', 'the following Sunday', and '1623' according to strict NER temporal guidelines (DATE, DURATION, SET, TIME). Explain how recurring temporal sets like 'the first Monday of October' differ from absolute dates like '1623' in standard NER ontologies.",1,ner
"Consider the highly ambiguous sentence: 'While visiting Paris, Texas, Paris Hilton decided to invest in a local business owned by Jack Paris, who had no affiliation with the Parisian government.' Extract all PER and LOC entities. Disambiguate the four uses of the word 'Paris', specifying which occurrences refer to the LOC ('Paris, Texas' and 'Parisian government' metonymy), which refer to a PER ('Paris Hilton', 'Jack Paris'), and provide the exact character offsets for each distinct entity span.",1,ner
"Given: 'The Yankees traded their star pitcher to the Red Sox, but the Boston bullpen struggled to adapt, causing the New York manager to fire the pitching coach.' Extract all ORG and LOC entities. Analyze the metonymic use of 'the Yankees', 'the Red Sox', and 'the Boston bullpen' as ORG entities (representing the baseball teams and their management) versus their literal organizational boundaries, and distinguish 'New York' as a LOC in the phrase 'New York manager'.",1,ner
"Analyze the historical publication text: 'On March 1, 1781, the Articles of Confederation were ratified, an event reported by The Pennsylvania Packet and Daily Advertiser, a newspaper printed in Philadelphia by John Dunlap.' Extract all DATE, ORG, LOC, and PER entities. Clarify the classification of 'The Pennsylvania Packet and Daily Advertiser' as an ORG (publisher/newspaper) versus a LOC (Philadelphia), and extract the PER entity 'John Dunlap' while ensuring 'Articles of Confederation' is correctly identified as a document rather than an ORG or LOC.",1,ner
"Given the text: ""The White House declined to comment, but Capitol Hill sources indicated that the Pentagon is drafting new protocols."" Identify and label all entities (Person, Org, Location, Date). Detail the specific reasoning for classifying ""White House"", ""Capitol Hill"", and ""Pentagon"" as ORG rather than LOC, and explain how metonymy affects this extraction.",1,ner
"Analyze the sentence: ""The University of California, Berkeley's Department of Molecular Biology received a grant from the National Institutes of Health."" Extract all Organization and Location entities. Discuss how you would resolve the nested entities—specifically, whether ""University of California"", ""Berkeley"", and ""Department of Molecular Biology"" should be extracted as separate entities, a single combined entity, or overlapping spans, and justify your ontology design.",1,ner
"Review the historical text: ""On the feast of St. Michael in the year of our Lord 1314, Robert de Brus, Lord of Annandale, marched from Lochmaben Castle toward Bannockburn."" Extract all Person, Location, and Date entities. Address the challenge of whether titles and honorifics (""Lord of Annandale"") are part of the Person entity or separate entities, and how to classify ""feast of St. Michael"" in a standard Date format.",1,ner
"Read the passage: ""Margaret Thatcher, the Iron Lady, served as Prime Minister. Her administration privatized British Telecom; the telecom giant's shares soared."" Identify all Person and Organization entities. Explain how coreference resolution impacts NER in this text, specifically mapping the aliases ""the Iron Lady"", ""Her administration"", and ""the telecom giant"" to their canonical entity base types.",1,ner
"Given the text: ""The Paris agreement was signed by representatives of Paris, Texas, who flew from Charles de Gaulle to JFK to meet the UN delegation."" Extract and classify all entities (Person, Org, Location, Date). Resolve the polysemy of ""Paris"" (treaty vs. city), ""Texas"" (location), ""Charles de Gaulle"" (location/facility vs. person), and ""JFK"" (location/facility vs. person), detailing the contextual rules used for disambiguation.",1,ner
"Analyze the sentence: ""The project spans the fiscal third quarter of 2024, ending exactly three fortnights after the vernal equinox."" Extract the Date entity. Explain how a system should normalize ""fiscal third quarter of 2024"" and ""three fortnights after the vernal equinox"" into standard temporal expressions, and discuss whether these constitute one single Date entity or multiple overlapping Date entities.",1,ner
"Examine: ""Today, Brussels demanded further concessions from London, threatening to block Dublin's access to the single market."" Identify and label all entities (Person, Org, Location, Date). Provide the reasoning for why ""Brussels"", ""London"", and ""Dublin"" are classified as ORG (governments) rather than LOC, and explain how to represent this metonymy in a structured NER schema.",1,ner
"Read the text: ""Indiana Jones met his friend London Tipton at the Indiana Jones Adventure ride in Disneyland, Paris."" Extract all Person and Location entities. Explain the disambiguation strategy for ""Indiana"" (Person vs. Location), ""London"" (Person vs. Location), and ""Paris"" (Location vs. Subsidiary Location), identifying the exact character offsets or span boundaries for each label.",1,ner
"Given the text: ""The HMS Victory, Admiral Nelson's flagship, engaged the French fleet at Trafalgar."" Extract all entities. Standard NER often conflates Facilities and Vehicles with Organizations. Argue for or against classifying ""HMS Victory"" as an ORG versus a Location (or Facility), ""Admiral Nelson"" as a Person, and ""Trafalgar"" as a Location, addressing edge cases in standard four-category ontologies.",1,ner
"Analyze the sentence: ""JFK's assassination shocked the nation; later, JFK Airport was renamed, and passengers flying from JFK to LAX faced delays."" Identify all entities. Explain how to disambiguate ""JFK"" across three different entity types (Person, Facility/Location, Organization/Airport Code) within the same sentence, and propose a method for storing these distinct classifications in a single knowledge graph.",1,ner
"Review the text: ""In the library, we found a rare first edition of Hemingway, alongside letters written by Hemingway to his friend."" Extract all Person, Org, Location, and Date entities. Address the specific NER challenge of metonymy where ""Hemingway"" (first instance) refers to an Artifact/Work (not in the 4 categories) and the second refers to a Person. How should a strict 4-category NER system handle the first instance?",1,ner
